lat,lon,fecha,hora_dia,profundidad,oxigeno_disuelto,turbidez,presion,temp_subsuperficial,distancia_costa,chlorophyll_concentration,sst,salinidad,corriente,F,featurecla,scalerank,min_zoom,grad_x,grad_y,D,F_actualizado,zona,Índice orbital de intensidad de alimentación
-5.374056344665263,173.00995926253967,2025-08-25 01:00:00,14,560.8813292857774,6.352399126837996,0.41904988943889243,1016.5992745087975,14.591454594309115,73.05538562405624,0.5504587709074606,21.03330569453055,34.3264401719701,0.769973122791636,90.75331514032497,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.5962841775508085,90.93220039359021,"(-6.026, 15.959]",90.93220039359021
41.26843814829439,-158.39923043402132,2025-08-25 05:00:00,21,68.17527644271448,6.344859988969162,1.0749484609632298,1012.3475641386623,6.289353028771604,81.06004480623554,0.7755480284756981,23.195934850146276,34.28196021292286,0.9499378904139071,66.32580928225951,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.3685942269439921,66.43638755034272,"(37.943, 59.928]",66.43638755034272
33.422186865414034,157.00075121566965,2025-08-25 06:00:00,20,246.67849542173758,4.673242343106745,1.613031189017946,998.1587995941513,15.05935153035295,98.5457145282374,0.661200645702649,23.071783080409013,34.61327163056121,0.9026749046556009,75.69288986972701,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.5978892481035504,75.87225664415807,"(15.959, 37.943]",75.87225664415807
-10.801667820181663,163.0405473948474,2025-08-25 07:00:00,13,369.5974684278156,4.677683387139501,0.34204703501263867,1018.7824463831646,7.8987354072479254,90.73341890655603,0.6632248962638768,23.158491769965263,34.274203464040916,0.2824056077237317,81.9448353238272,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.6208284458485396,82.13108385758177,"(-28.011, -6.026]",82.13108385758177
4.116066153203235,141.65652109012274,2025-08-25 08:00:00,22,518.6897140197893,4.025858567875213,0.506265267513387,1014.3606924352603,8.790077540954659,45.85609453080508,1.4847399592149373,21.94218319634192,33.934361900195384,0.4113579630010118,86.93038040022837,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.549958912603651,87.09536807400947,"(-6.026, 15.959]",87.09536807400947
-45.2621386243476,-174.74806810023523,2025-08-25 09:00:00,19,417.09590411344567,5.063240072140863,0.15996093014293233,1005.209710030586,19.205525332506873,16.879620723092113,1.4463088459670415,20.405427296078578,33.8560433403306,0.9344124049903761,80.38201756438794,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.577224602763823,80.55518494521708,"(-50.105, -28.011]",80.55518494521708
31.860125760414277,155.77905862851617,2025-08-25 11:00:00,21,370.9901250803494,6.699682722649031,1.8612674888048457,1004.4092568480239,18.27687888393819,17.590473864003776,0.8797293554687118,22.87404855014975,34.46832869779213,0.6385104727107904,78.52001744259638,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.5527474139058527,78.68584166676814,"(15.959, 37.943]",78.68584166676814
11.952409752710821,172.29007641148053,2025-08-25 12:00:00,23,92.65419912570098,5.92535709208151,0.34923586400044426,1007.5137500819817,16.64476396354471,51.08095862945369,1.9171663308011824,24.22186323275797,34.996011949240284,0.3174414574695771,66.66446957360068,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.3834976347808706,66.77951886403494,"(-6.026, 15.959]",66.77951886403494
17.48588156776536,129.37437141695432,2025-08-25 14:00:00,11,328.59595306105956,7.27606849933032,0.8163752237683863,981.1538514240551,11.204709645018921,14.144764421218714,0.503866281153051,20.413302347995852,33.79110280323703,0.7712298941478009,74.20614622562259,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.6615205520964947,74.40460239125154,"(15.959, 37.943]",74.40460239125154
-12.016744727988439,-130.31718976332186,2025-08-25 16:00:00,11,399.2907630907215,6.025645796896806,1.7278071988157593,985.7546953727064,18.760173908951256,57.036362103405104,0.382344805525328,23.568609274272827,34.58403101505466,0.966059167996818,80.96524423264692,Ocean,0,0,-24.42750585806546,-7.53021263529898,0.2702729080377885,81.04632610505826,"(-28.011, -6.026]",81.04632610505826
